,Name,Category,Record,Style
2028,MAKI PITOLO,Middleweight,13-9-0 (W-L-D),Kickboxer
2029,KARL ROBERSON,Light Heavyweight,9-5-0 (W-L-D),Kickboxer
2030,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Kickboxer
2031,MARTIN SANO,Welterweight,4-3-1 (W-L-D),Kickboxer
2032,ALJAMAIN STERLING,Bantamweight,21-3-0 (W-L-D),Kickboxer
2033,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D),Kickboxer
2034,STEPHEN THOMPSON,Welterweight,16-6-1 (W-L-D),Kickboxer
2035,TECIA TORRES,Women's Strawweight,13-6-0 (W-L-D),Kickboxer
2036,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Kickboxer
2037,ARMAN TSARUKYAN,Lightweight,18-2-0 (W-L-D),Kickboxer
2038,CARLOS ULBERG,Light Heavyweight,6-1-0 (W-L-D),Kickboxer
2039,EDDIE WINELAND,Bantamweight,24-15-1 (W-L-D),Kickboxer
2040,FARÈS ZIAM,Lightweight,12-4-0 (W-L-D),Kickboxer
2041,ALATENGHEILI,Bantamweight,15-8-1 (W-L-D),Wrestling
2042,DEREK BRUNSON,Middleweight,23-8-0 (W-L-D),Wrestling
2043,GILBERT BURNS,Welterweight,20-5-0 (W-L-D),Wrestling
2044,JP BUYS,Bantamweight,9-4-0 (W-L-D),Wrestling
2045,HENRY CEJUDO,Bantamweight,16-2-0 (W-L-D),Wrestling
2046,MICHAEL CHIESA,Welterweight,18-6-0 (W-L-D),Wrestling
2047,LOUIS COSCE,Welterweight,7-1-0 (W-L-D),Wrestling
2048,COLBY COVINGTON,Welterweight,17-3-0 (W-L-D),Wrestling
2049,PATRICK CUMMINS,Light Heavyweight,10-7-0 (W-L-D),Wrestling
2050,RAMAZAN EMEEV,Welterweight,20-5-0 (W-L-D),Wrestling
2051,JUAN ESPINO,Heavyweight,11-2-0 (W-L-D),Wrestling
2052,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Wrestling
2053,MATEUSZ GAMROT,Lightweight,20-1-0 (W-L-D),Wrestling
2054,SHAMIL GAMZATOV,Light Heavyweight,14-1-0 (W-L-D),Wrestling
2055,KELVIN GASTELUM,Middleweight,17-8-0 (W-L-D),Wrestling
2056,PHIL HAWES,Middleweight,11-3-0 (W-L-D),Wrestling
2057,IAN HEINISCH,Middleweight,14-5-0 (W-L-D),Wrestling
2058,VICTOR HENRY,Bantamweight,22-5-0 (W-L-D),Wrestling
2059,LI JINGLIANG,Welterweight,18-7-0 (W-L-D),Wrestling
2060,MICHAEL JOHNSON,Lightweight,20-17-0 (W-L-D),Wrestling
2061,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Wrestling
2062,ILIR LATIFI,Heavyweight,16-8-1 (W-L-D),Wrestling
2063,KEVIN LEE,Welterweight,18-7-0 (W-L-D),Wrestling
2064,NIK LENTZ,Featherweight,30-12-2 (W-L-D),Wrestling
2065,TUCKER LUTZ,Featherweight,12-2-0 (W-L-D),Wrestling
2066,MARK MADSEN,Lightweight,12-0-0 (W-L-D),Wrestling
2067,NATE MANESS,Bantamweight,14-1-0 (W-L-D),Wrestling
2068,RANDA MARKOS,Women's Strawweight,11-12-1 (W-L-D),Wrestling
2069,ALTON MEEKS,Heavyweight,3-0-0 (W-L-D),Wrestling
2070,JIM MILLER,Lightweight,34-16-0 (W-L-D),Wrestling
2071,VINCE MORALES,Bantamweight,11-6-0 (W-L-D),Wrestling
2072,KRIS MOUTINHO,Bantamweight,9-6-0 (W-L-D),Wrestling
2073,KANAKO MURATA,Women's Strawweight,12-2-0 (W-L-D),Wrestling
2074,ISMAIL NAURDIEV,Welterweight,19-4-0 (W-L-D),Wrestling
2075,DOMINGO PILARTE,Bantamweight,8-3-0 (W-L-D),Wrestling
2076,GAETANO PIRRELLO,Bantamweight,15-7-1 (W-L-D),Wrestling
2077,CHANCE RENCOUNTRE,Welterweight,14-4-0 (W-L-D),Wrestling
2078,JACOB ROSALES,Lightweight,11-5-0 (W-L-D),Wrestling
2079,RICHIE SANTIAGO,Bantamweight,7-1-0 (W-L-D),Wrestling
2080,LIUDVIK SHOLINIAN,Bantamweight,9-3-0 (W-L-D),Wrestling
2081,RICKY SIMON,Bantamweight,19-3-0 (W-L-D),Wrestling
2082,DERON WINN,Middleweight,7-2-0 (W-L-D),Wrestling
2083,AMIR ALBAZI,Flyweight,14-1-0 (W-L-D),Jiu-Jitsu
2084,JOSÉ ALDO,Bantamweight,31-7-0 (W-L-D),Jiu-Jitsu
2085,RAONI BARCELOS,Bantamweight,16-3-0 (W-L-D),Jiu-Jitsu
2086,JOSEPH BENAVIDEZ,Flyweight,28-8-0 (W-L-D),Jiu-Jitsu
2087,ERIN BLANCHFIELD,Women's Flyweight,7-1-0 (W-L-D),Jiu-Jitsu
2088,MARTIN BUDAY,Heavyweight,2-0-0 (W-L-D),Jiu-Jitsu
2089,FELIPE COLARES,Featherweight,10-3-0 (W-L-D),Jiu-Jitsu
2090,TRISTAN CONNELLY,Featherweight,14-8-0 (W-L-D),Jiu-Jitsu
2091,ZAK CUMMINGS,Middleweight,24-7-0 (W-L-D),Jiu-Jitsu
2092,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Jiu-Jitsu
2093,CHRIS FISHGOLD,Featherweight,18-4-1 (W-L-D),Jiu-Jitsu
2094,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Jiu-Jitsu
2095,JUSSIER FORMIGA,Flyweight,23-8-0 (W-L-D),Jiu-Jitsu
2096,CLAUDIA GADELHA,Women's Strawweight,18-5-0 (W-L-D),Jiu-Jitsu
2097,MELISSA GATTO,Women's Flyweight,8-1-2 (W-L-D),Jiu-Jitsu
2098,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Jiu-Jitsu
2099,CHRIS GRUETZEMACHER,Lightweight,15-5-0 (W-L-D),Jiu-Jitsu
2100,JOSEPH HOLMES,Middleweight,7-2-0 (W-L-D),Jiu-Jitsu
2101,HARRY HUNSUCKER,Heavyweight,7-4-0 (W-L-D),Jiu-Jitsu
2102,DAN IGE,Featherweight,15-5-0 (W-L-D),Jiu-Jitsu
2103,VIRNA JANDIROBA,Women's Strawweight,17-3-0 (W-L-D),Jiu-Jitsu
2104,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Jiu-Jitsu
2105,AUSTIN LINGO,Featherweight,9-1-0 (W-L-D),Jiu-Jitsu
2106,DEMIAN MAIA,Welterweight,28-11-0 (W-L-D),Jiu-Jitsu
2107,ANTHONY ROCCO MARTIN,Welterweight,17-6-0 (W-L-D),Jiu-Jitsu
2108,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Jiu-Jitsu
2109,JIM MILLER,Lightweight,34-16-0 (W-L-D),Jiu-Jitsu
2110,RENATO MOICANO,Lightweight,16-5-1 (W-L-D),Jiu-Jitsu
2111,BRANDON MORENO,Flyweight,19-6-2 (W-L-D),Jiu-Jitsu
2112,RODRIGO NASCIMENTO FERREIRA,Heavyweight,9-1-0 (W-L-D),Jiu-Jitsu
2113,JOURNEY NEWSON,Bantamweight,10-3-0 (W-L-D),Jiu-Jitsu
2114,ALEKSEI OLEINIK,Heavyweight,60-16-1 (W-L-D),Jiu-Jitsu
2115,CHARLES OLIVEIRA,Lightweight,33-8-0 (W-L-D),Jiu-Jitsu
2116,JULIANNA PEÑA,Women's Bantamweight,12-4-0 (W-L-D),Jiu-Jitsu
2117,PADDY PIMBLETT,Lightweight,18-3-0 (W-L-D),Jiu-Jitsu
2118,DUSTIN POIRIER,Lightweight,28-7-0 (W-L-D),Jiu-Jitsu
2119,RICARDO PRASEL,Heavyweight,9-2-0 (W-L-D),Jiu-Jitsu
2120,DAVI RAMOS,Lightweight,10-4-0 (W-L-D),Jiu-Jitsu
2121,RICARDO RAMOS,Featherweight,15-4-0 (W-L-D),Jiu-Jitsu
2122,MARION RENEAU,Women's Bantamweight,9-8-1 (W-L-D),Jiu-Jitsu
2123,ROOSEVELT ROBERTS,Lightweight,10-3-0 (W-L-D),Jiu-Jitsu
2124,PETE RODRIGUEZ,Welterweight,4-1-0 (W-L-D),Jiu-Jitsu
2125,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Jiu-Jitsu
2126,LEONARDO SANTOS,Lightweight,18-6-1 (W-L-D),Jiu-Jitsu
2127,CLAUDIO SILVA,Welterweight,14-3-0 (W-L-D),Jiu-Jitsu
2128,JOAQUIM SILVA,Lightweight,11-4-0 (W-L-D),Jiu-Jitsu
2129,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Jiu-Jitsu
2130,GAVIN TUCKER,Featherweight,13-2-0 (W-L-D),Jiu-Jitsu
2131,WELLINGTON TURMAN,Middleweight,18-5-0 (W-L-D),Jiu-Jitsu
2132,POLYANA VIANA,Women's Strawweight,12-4-0 (W-L-D),Jiu-Jitsu
2133,ARMANDO VILLARREAL,Bantamweight,5-1-0 (W-L-D),Jiu-Jitsu
2134,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Jiu-Jitsu
2135,ABDUL RAZAK ALHASSAN,Middleweight,11-5-0 (W-L-D),Muay Thai
2136,THOMAS ALMEIDA,Bantamweight,22-5-0 (W-L-D),Muay Thai
2137,JESSICA ANDRADE,Women's Strawweight,23-9-0 (W-L-D),Muay Thai
2138,PETER BARRETT,Featherweight,11-5-0 (W-L-D),Muay Thai
2139,ALAN BAUDOT,Heavyweight,8-4-0 (W-L-D),Muay Thai
2140,RYAN BENOIT,Flyweight,10-8-0 (W-L-D),Muay Thai
2141,ARIANE CARNELOSSI,Women's Strawweight,14-3-0 (W-L-D),Muay Thai
2142,LUANA CAROLINA,Women's Flyweight,8-3-0 (W-L-D),Muay Thai
2143,DONALD CERRONE,Welterweight,36-16-0 (W-L-D),Muay Thai
2144,SEUNGWOO CHOI,Featherweight,10-4-0 (W-L-D),Muay Thai
2145,BRANDON DAVIS,Bantamweight,14-9-0 (W-L-D),Muay Thai
2146,ALEXIS DAVIS,Women's Bantamweight,21-11-0 (W-L-D),Muay Thai
2147,HAKEEM DAWODU,Featherweight,13-2-1 (W-L-D),Muay Thai
2148,GLORIA DE PAULA,Women's Strawweight,6-4-0 (W-L-D),Muay Thai
2149,GERMAINE DE RANDAMIE,Women's Bantamweight,10-4-0 (W-L-D),Muay Thai
2150,TJ DILLASHAW,Bantamweight,18-4-0 (W-L-D),Muay Thai
2151,ANDERSON DOS SANTOS,Bantamweight,21-9-0 (W-L-D),Muay Thai
2152,JOHNNY EDUARDO,Bantamweight,28-13-0 (W-L-D),Muay Thai
2153,DEIVESON FIGUEIREDO,Flyweight,21-2-1 (W-L-D),Muay Thai
2154,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Muay Thai
2155,RAFAEL FIZIEV,Lightweight,11-1-0 (W-L-D),Muay Thai
2156,CIRYL GANE,Heavyweight,10-1-0 (W-L-D),Muay Thai
2157,TRESEAN GORE,Middleweight,4-1-0 (W-L-D),Muay Thai
2158,DWIGHT GRANT,Welterweight,11-5-0 (W-L-D),Muay Thai
2159,URIAH HALL,Middleweight,18-10-0 (W-L-D),Muay Thai
2160,NASRAT HAQPARAST,Lightweight,13-5-0 (W-L-D),Muay Thai
2161,ANGELA HILL,Women's Strawweight,13-11-0 (W-L-D),Muay Thai
2162,MAX HOLLOWAY,Featherweight,23-6-0 (W-L-D),Muay Thai
2163,LIANA JOJUA,Women's Flyweight,8-5-0 (W-L-D),Muay Thai
2164,JUSTINE KISH,Women's Flyweight,7-4-0 (W-L-D),Muay Thai
2165,ANDREA LEE,Women's Flyweight,13-5-0 (W-L-D),Muay Thai
2166,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Muay Thai
2167,AMANDA LEMOS,Women's Strawweight,11-2-1 (W-L-D),Muay Thai
2168,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D),Muay Thai
2169,VICENTE LUQUE,Welterweight,21-8-1 (W-L-D),Muay Thai
2170,JENNIFER MAIA,Women's Flyweight,19-9-1 (W-L-D),Muay Thai
2171,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Muay Thai
2172,SHEYMON MORAES,Featherweight,11-4-0 (W-L-D),Muay Thai
2173,PEDRO MUNHOZ,Bantamweight,19-7-0 (W-L-D),Muay Thai
2174,JOSIANE NUNES,Women's Featherweight,9-1-0 (W-L-D),Muay Thai
2175,MARIA OLIVEIRA,Women's Strawweight,12-5-0 (W-L-D),Muay Thai
2176,ALEX OLIVEIRA,Welterweight,22-12-1 (W-L-D),Muay Thai
2177,RAULIAN PAIVA,Bantamweight,21-4-0 (W-L-D),Muay Thai
2178,JONNY PARSONS,Welterweight,8-2-0 (W-L-D),Muay Thai
2179,ARMEN PETROSYAN,Middleweight,7-1-0 (W-L-D),Muay Thai
2180,AARON PHILLIPS,Bantamweight,12-4-0 (W-L-D),Muay Thai
2181,GRIGORY POPOV,Bantamweight,13-3-0 (W-L-D),Muay Thai
2182,JIRI PROCHAZKA,Light Heavyweight,28-3-1 (W-L-D),Muay Thai
2183,CLAUDIO PUELLES,Lightweight,13-2-0 (W-L-D),Muay Thai
2184,MARCO POLO REYES,Lightweight,8-8-0 (W-L-D),Muay Thai
2185,MARINA RODRIGUEZ,Women's Strawweight,16-1-2 (W-L-D),Muay Thai
2186,MIKE RODRIGUEZ,Light Heavyweight,11-7-0 (W-L-D),Muay Thai
2187,VICTOR RODRIGUEZ,Flyweight,7-4-0 (W-L-D),Muay Thai
2188,KAROL ROSA,Women's Bantamweight,15-4-0 (W-L-D),Muay Thai
2189,DUDA SANTANA,Women's Bantamweight,3-1-0 (W-L-D),Muay Thai
2190,TAILA SANTOS,Women's Flyweight,19-1-0 (W-L-D),Muay Thai
2191,VALENTINA SHEVCHENKO,Women's Flyweight,22-3-0 (W-L-D),Muay Thai
2192,ANTONINA SHEVCHENKO,Women's Flyweight,9-4-0 (W-L-D),Muay Thai
2193,DOUGLAS SILVA DE ANDRADE,Bantamweight,28-4-0 (W-L-D),Muay Thai
2194,DUSTIN STOLTZFUS,Middleweight,13-4-0 (W-L-D),Muay Thai
2195,DARREN TILL,Middleweight,18-4-1 (W-L-D),Muay Thai
2196,ANTONIO TROCOLI,Light Heavyweight,10-3-0 (W-L-D),Muay Thai
2197,JOANNE WOOD,Women's Flyweight,15-8-0 (W-L-D),Muay Thai
2198,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Muay Thai
2199,ZHANG WEILI,Women's Strawweight,21-3-0 (W-L-D),Muay Thai
2200,IRENE ALDANA,Women's Bantamweight,13-6-0 (W-L-D),Striker
2201,JJ ALDRICH,Women's Flyweight,11-4-0 (W-L-D),Striker
2202,VICTOR ALTAMIRANO,Flyweight,1-1-0 (W-L-D),Striker
2203,JOEL ÁLVAREZ,Lightweight,19-3-0 (W-L-D),Striker
2204,NINA ANSAROFF,Women's Strawweight,10-7-0 (W-L-D),Striker
2205,ANTONIO ARROYO,Middleweight,9-5-0 (W-L-D),Striker
2206,ABU AZAITAR,Middleweight,14-3-1 (W-L-D),Striker
2207,BRYAN BARBERENA,Welterweight,17-8-0 (W-L-D),Striker
2208,EDSON BARBOZA,Featherweight,22-11-0 (W-L-D),Striker
2209,MARC-ANDRE BARRIAULT,Middleweight,14-5-0 (W-L-D),Striker
2210,JAVID BASHARAT,Bantamweight,12-0-0 (W-L-D),Striker
2211,DIANA BELBITA,Women's Strawweight,14-7-0 (W-L-D),Striker
2212,GABRIEL BENITEZ,Featherweight,22-11-0 (W-L-D),Striker
2213,VIACHESLAV BORSHCHEV,Lightweight,6-2-0 (W-L-D),Striker
2214,MIKE BREEDEN,Lightweight,10-5-0 (W-L-D),Striker
2215,JOANDERSON BRITO,Featherweight,13-3-1 (W-L-D),Striker
2216,GUIDO CANNETTI,Bantamweight,9-7-0 (W-L-D),Striker
2217,JARED CANNONIER,Middleweight,15-5-0 (W-L-D),Striker
2218,PAULO COSTA,Light Heavyweight,13-2-0 (W-L-D),Striker
2219,HAKEEM DAWODU,Featherweight,13-2-1 (W-L-D),Striker
2220,MARCOS ROGERIO DE LIMA,Heavyweight,19-9-1 (W-L-D),Striker
2221,NATE DIAZ,Welterweight,21-13-0 (W-L-D),Striker
2222,SHANA DOBSON,Women's Flyweight,4-5-0 (W-L-D),Striker
2223,CODY DURDEN,Flyweight,12-4-1 (W-L-D),Striker
2224,JOSELYNE EDWARDS,Women's Bantamweight,8-1-0 (W-L-D),Striker
2225,JULIAN EROSA,Featherweight,27-10-0 (W-L-D),Striker
2226,JESSICA EYE,Women's Flyweight,15-10-0 (W-L-D),Striker
2227,CARLOS FELIPE,Heavyweight,11-2-0 (W-L-D),Striker
2228,AJ FLETCHER,Welterweight,9-1-0 (W-L-D),Striker
2229,ROB FONT,Bantamweight,19-6-0 (W-L-D),Striker
2230,MAURICE GREENE,Heavyweight,9-7-0 (W-L-D),Striker
2231,MAXIM GRISHIN,Heavyweight,32-9-2 (W-L-D),Striker
2232,ALEXANDER GUSTAFSSON,Heavyweight,18-7-0 (W-L-D),Striker
2233,GREG HARDY,Heavyweight,7-5-0 (W-L-D),Striker
2234,ANTHONY HERNANDEZ,Middleweight,9-2-0 (W-L-D),Striker
2235,NASSOURDINE IMAVOV,Middleweight,11-3-0 (W-L-D),Striker
2236,MIKE JACKSON,Welterweight,1-1-0 (W-L-D),Striker
2237,BRANDON JENKINS,Lightweight,15-9-0 (W-L-D),Striker
2238,CHARLES JOURDAIN,Featherweight,13-4-1 (W-L-D),Striker
2239,SILVANA JUAREZ,Women's Strawweight,6-4-0 (W-L-D),Striker
2240,SONG KENAN,Welterweight,18-6-0 (W-L-D),Striker
2241,DANIEL DA SILVA,Flyweight,11-3-0 (W-L-D),Striker
2242,LINA LANSBERG,Women's Bantamweight,10-6-0 (W-L-D),Striker
2243,NATAN LEVY,Lightweight,7-1-0 (W-L-D),Striker
2244,JOHN LINEKER,Bantamweight,31-9-0 (W-L-D),Striker
2245,PHILIPE LINS,Light Heavyweight,15-5-0 (W-L-D),Striker
2246,ARIANE LIPSKI,Women's Flyweight,14-7-0 (W-L-D),Striker
2247,LOMA LOOKBOONMEE,Women's Strawweight,6-3-0 (W-L-D),Striker
2248,GUSTAVO LOPEZ,Bantamweight,12-6-1 (W-L-D),Striker
2249,JENNIFER MAIA,Women's Flyweight,19-9-1 (W-L-D),Striker
2250,JOHN MAKDESSI,Lightweight,18-7-0 (W-L-D),Striker
2251,JIMI MANUWA,Light Heavyweight,17-6-0 (W-L-D),Striker
2252,SABINA MAZO,Women's Flyweight,9-4-0 (W-L-D),Striker
2253,TIM MEANS,Welterweight,32-12-1 (W-L-D),Striker
2254,MICHAEL MORALES,Welterweight,13-0-0 (W-L-D),Striker
2255,OMAR ANTONIO MORALES FERRER,Lightweight,11-2-0 (W-L-D),Striker
2256,ALLAN NASCIMENTO,Flyweight,18-6-0 (W-L-D),Striker
2257,GEOFF NEAL,Welterweight,14-4-0 (W-L-D),Striker
2258,FRANCIS NGANNOU,Heavyweight,17-3-0 (W-L-D),Striker
2259,ISTELA NUNES,Women's Strawweight,6-3-0 (W-L-D),Striker
2260,AMANDA NUNES,Women's Bantamweight,21-5-0 (W-L-D),Striker
2261,VOLKAN OEZDEMIR,Light Heavyweight,17-6-0 (W-L-D),Striker
2262,SAIMON OLIVEIRA,Bantamweight,18-4-0 (W-L-D),Striker
2263,DAVID ONAMA,Featherweight,1-1-0 (W-L-D),Striker
2264,BRIAN ORTEGA,Featherweight,15-2-0 (W-L-D),Striker
2265,ODE' OSBOURNE,Flyweight,10-4-0 (W-L-D),Striker
2266,JOSH PARISIAN,Heavyweight,14-5-0 (W-L-D),Striker
2267,MICHEL PEREIRA,Welterweight,27-11-0 (W-L-D),Striker
2268,MIKE PERRY,Welterweight,14-8-0 (W-L-D),Striker
2269,JOHN PHILLIPS,Middleweight,22-11-0 (W-L-D),Striker
2270,SANTIAGO PONZINIBBIO,Welterweight,29-5-0 (W-L-D),Striker
2271,ELISE REED,Women's Strawweight,5-1-0 (W-L-D),Striker
2272,BRAD RIDDELL,Lightweight,10-2-0 (W-L-D),Striker
2273,DANNY ROBERTS,Welterweight,18-6-0 (W-L-D),Striker
2274,PIERA RODRIGUEZ,Women's Strawweight,2-0-0 (W-L-D),Striker
2275,RONG ZHU,Lightweight,21-5-0 (W-L-D),Striker
2276,LUIS SALDANA,Featherweight,16-7-0 (W-L-D),Striker
2277,THIAGO SANTOS,Light Heavyweight,22-10-0 (W-L-D),Striker
2278,TAKASHI SATO,Welterweight,16-5-0 (W-L-D),Striker
2279,MATT SAYLES,Lightweight,8-4-0 (W-L-D),Striker
2280,LEON SHAHBAZYAN,Welterweight,7-1-0 (W-L-D),Striker
2281,MAYRA BUENO SILVA,Women's Bantamweight,8-2-1 (W-L-D),Striker
2282,BRUNO SILVA,Middleweight,22-7-0 (W-L-D),Striker
2283,DARKO STOSIC,Light Heavyweight,13-4-0 (W-L-D),Striker
2284,SUMUDAERJI,Flyweight,16-4-0 (W-L-D),Striker
2285,JUSTIN TAFA,Heavyweight,5-3-0 (W-L-D),Striker
2286,DANIEL TEYMUR,Featherweight,7-4-0 (W-L-D),Striker
2287,DENIS TIULIULIN,Middleweight,10-6-0 (W-L-D),Striker
2288,ZUBAIRA TUKHUGOV,Featherweight,20-5-1 (W-L-D),Striker
2289,IKE VILLANUEVA,Light Heavyweight,18-14-0 (W-L-D),Striker
2290,BROK WEAVER,Lightweight,15-6-0 (W-L-D),Striker
2291,JEREMIAH WELLS,Welterweight,10-2-0 (W-L-D),Striker
2292,YAN XIAONAN,Women's Strawweight,15-3-0 (W-L-D),Striker
2293,HU YAOZONG,Middleweight,3-3-0 (W-L-D),Striker
2294,PAUL CRAIG,Light Heavyweight,16-4-1 (W-L-D),Kung-Fu
